moderator,id_request,request_time,start_time,finish_time,team
103,175719,2020-10-29 14:21:48,2020-10-29 16:21:56,2020-10-29 16:26:22,wholesale
103,175720,2020-10-29 14:23:57,2020-10-29 16:26:23,2020-10-29 16:28:07,wholesale
103,175721,2020-10-29 14:24:12,2020-10-29 16:50:17,2020-10-29 16:51:48,wholesale
103,175723,2020-10-29 14:28:33,2020-10-29 16:28:08,2020-10-29 16:31:24,wholesale
103,175728,2020-10-29 14:48:58,2020-10-29 16:31:56,2020-10-29 16:32:43,wholesale
103,175729,2020-10-29 14:52:08,2020-10-29 16:32:44,2020-10-29 16:34:02,wholesale
103,175731,2020-10-29 14:57:15,2020-10-29 16:34:56,2020-10-29 16:37:54,wholesale
165,175734,2020-10-29 14:57:17,2020-10-29 16:18:39,2020-10-29 16:22:25,retail
165,175748,2020-10-29 15:21:42,2020-10-29 16:22:26,2020-10-29 16:23:15,retail
165,175749,2020-10-29 15:23:21,2020-10-29 15:25:55,2020-10-29 15:26:02,retail
165,175750,2020-10-29 15:24:07,2020-10-29 15:26:03,2020-10-29 15:26:39,retail
165,175751,2020-10-29 15:24:30,2020-10-29 15:26:40,2020-10-29 15:27:02,retail
165,175761,2020-10-29 15:45:14,2020-10-29 16:23:16,2020-10-29 16:31:26,retail
165,175764,2020-10-29 15:49:57,2020-10-29 16:31:26,2020-10-29 16:37:17,retail
103,175767,2020-10-29 15:50:14,2020-10-29 16:37:57,2020-10-29 16:38:49,wholesale
165,175769,2020-10-29 15:54:51,2020-10-29 16:37:21,2020-10-29 16:39:18,retail
103,175781,2020-10-29 16:19:24,2020-10-29 16:38:50,2020-10-29 16:41:06,wholesale
103,175782,2020-10-29 16:19:40,2020-10-29 16:41:06,2020-10-29 16:43:38,wholesale
103,175783,2020-10-29 16:19:54,2020-10-29 16:43:39,2020-10-29 16:47:44,wholesale
165,175788,2020-10-29 16:32:28,2020-10-29 16:39:21,2020-10-29 16:39:29,retail
165,175789,2020-10-29 16:46:04,2020-10-29 17:48:58,2020-10-29 17:53:32,retail
165,175795,2020-10-29 17:20:16,2020-10-29 17:48:47,2020-10-29 17:48:55,retail
165,175804,2020-10-29 17:45:37,2020-10-29 17:55:06,2020-10-29 17:55:33,retail
148,175818,2020-10-29 18:08:16,2020-10-29 18:59:39,2020-10-29 19:01:24,retail
148,175820,2020-10-29 18:11:51,2020-10-29 19:01:24,2020-10-29 19:02:45,retail
148,175827,2020-10-29 18:50:12,2020-10-29 19:02:46,2020-10-29 19:06:44,retail
165,175828,2020-10-29 18:51:28,2020-10-29 20:35:04,2020-10-29 20:35:20,retail
111,175837,2020-10-29 19:14:09,2020-10-30 7:03:27,2020-10-30 7:06:03,retail
165,175842,2020-10-29 19:21:02,2020-10-29 20:35:22,2020-10-29 20:35:48,retail
165,175857,2020-10-29 19:44:47,2020-10-29 20:35:49,2020-10-29 20:36:46,retail
165,175861,2020-10-29 19:57:20,2020-10-29 20:36:48,2020-10-29 20:36:59,retail
156,175868,2020-10-29 20:38:42,2020-10-30 7:03:43,2020-10-30 7:04:47,retail
156,175876,2020-10-29 20:59:34,2020-10-30 7:04:48,2020-10-30 7:05:04,retail
156,175877,2020-10-29 21:00:31,2020-10-30 7:05:05,2020-10-30 7:05:33,retail
111,175882,2020-10-29 21:06:53,2020-10-30 7:08:54,2020-10-30 7:12:16,retail
188,175891,2020-10-29 21:14:12,2020-10-29 21:57:26,2020-10-29 21:58:51,wholesale
188,175893,2020-10-29 21:15:33,2020-10-29 21:58:52,2020-10-29 21:59:33,wholesale
156,175898,2020-10-29 21:20:04,2020-10-30 7:05:34,2020-10-30 7:06:21,retail
188,175900,2020-10-29 21:21:28,2020-10-29 21:59:34,2020-10-29 22:00:17,wholesale
156,175902,2020-10-29 21:21:42,2020-10-30 7:07:59,2020-10-30 7:09:22,retail
156,175910,2020-10-29 21:27:16,2020-10-30 7:09:23,2020-10-30 7:15:54,retail
116,175912,2020-10-29 21:29:41,2020-10-30 13:49:41,2020-10-30 13:52:08,wholesale
156,175913,2020-10-29 21:30:02,2020-10-30 7:15:55,2020-10-30 7:16:02,retail
116,175916,2020-10-29 21:32:58,2020-10-30 13:44:42,2020-10-30 13:47:12,wholesale
153,175919,2020-10-29 21:35:39,2020-10-30 13:28:44,2020-10-30 13:33:01,wholesale
111,175930,2020-10-29 22:19:09,2020-10-30 7:12:17,2020-10-30 7:14:55,retail
156,175934,2020-10-29 22:54:30,2020-10-30 7:16:04,2020-10-30 7:19:08,retail
128,175937,2020-10-29 23:17:37,2020-10-30 7:06:03,2020-10-30 7:08:38,wholesale
111,175939,2020-10-29 23:17:48,2020-10-30 7:14:56,2020-10-30 7:18:44,retail
128,175951,2020-10-30 0:43:53,2020-10-30 7:12:43,2020-10-30 7:13:23,wholesale
128,175952,2020-10-30 1:25:10,2020-10-30 7:13:24,2020-10-30 7:22:47,wholesale
156,175958,2020-10-30 2:24:13,2020-10-30 7:19:10,2020-10-30 7:21:43,retail
128,175961,2020-10-30 2:40:16,2020-10-30 7:23:38,2020-10-30 7:24:17,wholesale
128,175963,2020-10-30 3:12:27,2020-10-30 7:24:17,2020-10-30 7:25:43,wholesale
156,175964,2020-10-30 3:20:05,2020-10-30 7:21:44,2020-10-30 7:22:25,retail
116,175965,2020-10-30 3:23:22,2020-10-30 7:06:04,2020-10-30 7:12:00,wholesale
128,175967,2020-10-30 3:27:56,2020-10-30 7:25:43,2020-10-30 7:26:34,wholesale
116,175968,2020-10-30 3:33:34,2020-10-30 7:12:00,2020-10-30 7:15:59,wholesale
116,175970,2020-10-30 3:45:00,2020-10-30 7:16:00,2020-10-30 7:21:43,wholesale
128,175973,2020-10-30 4:04:02,2020-10-30 7:26:35,2020-10-30 7:31:51,wholesale
128,175975,2020-10-30 4:25:11,2020-10-30 7:31:52,2020-10-30 7:31:58,wholesale
116,175976,2020-10-30 4:28:34,2020-10-30 7:21:43,2020-10-30 7:25:00,wholesale
116,175977,2020-10-30 4:36:22,2020-10-30 7:25:02,2020-10-30 7:30:22,wholesale
116,175978,2020-10-30 4:45:20,2020-10-30 7:30:23,2020-10-30 7:34:35,wholesale
116,175981,2020-10-30 4:50:15,2020-10-30 7:34:36,2020-10-30 7:37:40,wholesale
116,175982,2020-10-30 4:51:54,2020-10-30 7:37:41,2020-10-30 7:41:22,wholesale
111,175983,2020-10-30 4:55:57,2020-10-30 7:18:45,2020-10-30 7:21:43,retail
116,175985,2020-10-30 4:56:11,2020-10-30 7:41:23,2020-10-30 7:45:38,wholesale
156,175986,2020-10-30 5:02:54,2020-10-30 7:22:27,2020-10-30 7:22:53,retail
116,175987,2020-10-30 5:08:58,2020-10-30 7:45:38,2020-10-30 7:51:22,wholesale
116,175991,2020-10-30 5:17:21,2020-10-30 7:51:23,2020-10-30 7:55:20,wholesale
116,175993,2020-10-30 5:32:58,2020-10-30 7:55:21,2020-10-30 8:05:15,wholesale
111,175995,2020-10-30 5:45:48,2020-10-30 7:22:50,2020-10-30 7:23:58,retail
111,175996,2020-10-30 5:56:25,2020-10-30 7:23:59,2020-10-30 7:25:56,retail
156,176000,2020-10-30 6:01:50,2020-10-30 7:25:38,2020-10-30 7:26:01,retail
156,176005,2020-10-30 6:06:59,2020-10-30 7:32:01,2020-10-30 7:32:16,retail
116,176006,2020-10-30 6:07:13,2020-10-30 8:05:16,2020-10-30 8:08:34,wholesale
116,176011,2020-10-30 6:17:52,2020-10-30 8:08:35,2020-10-30 8:11:41,wholesale
128,176014,2020-10-30 6:32:38,2020-10-30 7:36:35,2020-10-30 7:38:24,wholesale
156,176016,2020-10-30 6:39:49,2020-10-30 7:35:17,2020-10-30 7:35:35,retail
116,176017,2020-10-30 6:54:59,2020-10-30 8:11:42,2020-10-30 8:14:30,wholesale
116,176021,2020-10-30 6:57:43,2020-10-30 8:14:31,2020-10-30 8:17:16,wholesale
116,176024,2020-10-30 7:21:08,2020-10-30 8:17:17,2020-10-30 8:19:29,wholesale
116,176025,2020-10-30 7:22:49,2020-10-30 8:19:30,2020-10-30 8:22:22,wholesale
128,176027,2020-10-30 7:27:40,2020-10-30 7:42:56,2020-10-30 7:56:38,wholesale
128,176029,2020-10-30 7:28:57,2020-10-30 7:56:39,2020-10-30 7:57:37,wholesale
128,176030,2020-10-30 7:33:26,2020-10-30 7:57:38,2020-10-30 7:59:06,wholesale
116,176033,2020-10-30 7:38:19,2020-10-30 8:22:23,2020-10-30 8:25:13,wholesale
128,176036,2020-10-30 7:44:52,2020-10-30 7:59:07,2020-10-30 8:01:34,wholesale
178,176042,2020-10-30 7:51:57,2020-10-30 9:26:21,2020-10-30 9:29:25,retail
116,176044,2020-10-30 8:07:32,2020-10-30 8:25:14,2020-10-30 8:27:40,wholesale
178,176045,2020-10-30 8:07:51,2020-10-30 9:29:26,2020-10-30 9:30:04,retail
178,176046,2020-10-30 8:13:12,2020-10-30 8:57:50,2020-10-30 9:00:07,retail
178,176047,2020-10-30 8:17:41,2020-10-30 9:30:05,2020-10-30 9:31:50,retail
122,176050,2020-10-30 8:22:22,2020-10-30 9:02:01,2020-10-30 9:07:29,wholesale
122,176052,2020-10-30 8:25:10,2020-10-30 9:07:30,2020-10-30 9:11:08,wholesale
178,176054,2020-10-30 8:35:46,2020-10-30 9:35:52,2020-10-30 9:36:45,retail
178,176055,2020-10-30 8:36:47,2020-10-30 9:36:45,2020-10-30 9:37:13,retail
178,176056,2020-10-30 8:37:33,2020-10-30 9:37:14,2020-10-30 9:37:57,retail
187,176057,2020-10-30 8:37:43,2020-10-30 9:23:46,2020-10-30 9:27:45,wholesale
178,176058,2020-10-30 8:46:20,2020-10-30 9:00:07,2020-10-30 9:02:24,retail
178,176062,2020-10-30 8:49:49,2020-10-30 9:02:25,2020-10-30 9:03:17,retail
122,176063,2020-10-30 9:02:26,2020-10-30 9:22:18,2020-10-30 9:22:38,wholesale
187,176064,2020-10-30 9:05:48,2020-10-30 9:27:47,2020-10-30 9:33:50,wholesale
187,176066,2020-10-30 9:11:55,2020-10-30 9:33:50,2020-10-30 9:39:29,wholesale
187,176067,2020-10-30 9:13:54,2020-10-30 9:39:31,2020-10-30 9:43:09,wholesale
109,176068,2020-10-30 9:17:52,2020-10-30 10:29:54,2020-10-30 10:32:15,retail
187,176070,2020-10-30 9:19:35,2020-10-30 10:11:28,2020-10-30 10:15:57,wholesale
187,176072,2020-10-30 9:21:04,2020-10-30 10:38:31,2020-10-30 10:43:51,wholesale
187,176073,2020-10-30 9:21:19,2020-10-30 10:15:59,2020-10-30 10:21:06,wholesale
109,176074,2020-10-30 9:22:17,2020-10-30 10:32:16,2020-10-30 10:39:29,retail
187,176076,2020-10-30 9:24:43,2020-10-30 10:21:08,2020-10-30 10:26:13,wholesale
187,176078,2020-10-30 9:30:27,2020-10-30 10:31:55,2020-10-30 10:38:30,wholesale
187,176079,2020-10-30 9:36:55,2020-10-30 10:43:53,2020-10-30 10:47:59,wholesale
187,176081,2020-10-30 9:38:29,2020-10-30 10:48:00,2020-10-30 10:51:31,wholesale
109,176082,2020-10-30 9:40:17,2020-10-30 10:41:24,2020-10-30 10:48:25,retail
146,176083,2020-10-30 9:44:41,2020-10-30 11:17:39,2020-10-30 11:18:27,wholesale
187,176084,2020-10-30 9:45:52,2020-10-30 10:51:31,2020-10-30 10:55:31,wholesale
111,176085,2020-10-30 9:54:29,2020-10-30 10:43:07,2020-10-30 10:44:04,retail
109,176086,2020-10-30 9:56:39,2020-10-30 10:39:31,2020-10-30 10:41:17,retail
156,176088,2020-10-30 9:59:56,2020-10-30 11:04:39,2020-10-30 11:06:32,retail
111,176090,2020-10-30 10:00:21,2020-10-30 10:44:06,2020-10-30 10:44:47,retail
111,176091,2020-10-30 10:00:49,2020-10-30 10:44:48,2020-10-30 10:45:09,retail
187,176092,2020-10-30 10:02:58,2020-10-30 10:55:33,2020-10-30 11:00:03,wholesale
187,176093,2020-10-30 10:06:34,2020-10-30 11:00:04,2020-10-30 11:03:33,wholesale
111,176096,2020-10-30 10:08:19,2020-10-30 10:46:09,2020-10-30 10:46:34,retail
111,176097,2020-10-30 10:08:31,2020-10-30 10:46:35,2020-10-30 10:47:58,retail
146,176098,2020-10-30 10:08:58,2020-10-30 11:19:07,2020-10-30 11:19:59,wholesale
187,176099,2020-10-30 10:16:59,2020-10-30 11:03:34,2020-10-30 11:07:13,wholesale
111,176100,2020-10-30 10:17:08,2020-10-30 10:47:59,2020-10-30 10:49:22,retail
109,176101,2020-10-30 10:21:52,2020-10-30 10:48:27,2020-10-30 10:49:37,retail
111,176102,2020-10-30 10:22:18,2020-10-30 10:49:23,2020-10-30 10:51:28,retail
187,176103,2020-10-30 10:26:07,2020-10-30 11:07:15,2020-10-30 11:11:23,wholesale
109,176104,2020-10-30 10:26:13,2020-10-30 10:49:38,2020-10-30 10:50:06,retail
187,176105,2020-10-30 10:29:16,2020-10-30 11:11:29,2020-10-30 11:13:21,wholesale
187,176106,2020-10-30 10:30:11,2020-10-30 11:13:27,2020-10-30 11:14:21,wholesale
128,176107,2020-10-30 10:32:51,2020-10-30 11:41:32,2020-10-30 11:44:35,wholesale
156,176108,2020-10-30 10:33:18,2020-10-30 11:06:33,2020-10-30 11:08:51,retail
109,176109,2020-10-30 10:34:54,2020-10-30 10:50:07,2020-10-30 10:50:21,retail
128,176110,2020-10-30 10:34:57,2020-10-30 11:44:37,2020-10-30 11:50:35,wholesale
109,176111,2020-10-30 10:35:03,2020-10-30 10:50:22,2020-10-30 10:51:29,retail
111,176112,2020-10-30 10:35:32,2020-10-30 10:51:28,2020-10-30 10:52:11,retail
109,176113,2020-10-30 10:37:45,2020-10-30 10:51:29,2020-10-30 10:51:30,retail
109,176114,2020-10-30 10:38:59,2020-10-30 10:51:30,2020-10-30 10:51:40,retail
109,176115,2020-10-30 10:39:15,2020-10-30 10:51:41,2020-10-30 10:51:48,retail
109,176116,2020-10-30 10:39:28,2020-10-30 10:51:50,2020-10-30 10:52:01,retail
109,176117,2020-10-30 10:41:52,2020-10-30 10:52:02,2020-10-30 10:53:11,retail
111,176118,2020-10-30 10:42:00,2020-10-30 10:52:13,2020-10-30 10:52:53,retail
128,176119,2020-10-30 10:44:48,2020-10-30 11:50:36,2020-10-30 11:55:53,wholesale
128,176120,2020-10-30 10:45:24,2020-10-30 11:55:54,2020-10-30 11:58:36,wholesale
111,176121,2020-10-30 10:46:42,2020-10-30 10:52:54,2020-10-30 10:53:29,retail
128,176122,2020-10-30 10:47:05,2020-10-30 11:58:37,2020-10-30 11:59:45,wholesale
156,176124,2020-10-30 10:50:26,2020-10-30 11:40:36,2020-10-30 11:40:53,retail
156,176125,2020-10-30 10:51:30,2020-10-30 11:08:52,2020-10-30 11:10:22,retail
156,176126,2020-10-30 10:54:45,2020-10-30 11:10:54,2020-10-30 11:11:48,retail
128,176127,2020-10-30 10:56:20,2020-10-30 11:59:45,2020-10-30 12:03:08,wholesale
156,176128,2020-10-30 10:57:57,2020-10-30 11:11:50,2020-10-30 11:12:10,retail
156,176129,2020-10-30 10:58:16,2020-10-30 11:12:11,2020-10-30 11:13:26,retail
156,176130,2020-10-30 10:59:03,2020-10-30 11:13:28,2020-10-30 11:14:04,retail
156,176131,2020-10-30 10:59:27,2020-10-30 11:14:05,2020-10-30 11:14:33,retail
128,176132,2020-10-30 10:59:46,2020-10-30 12:03:08,2020-10-30 12:05:27,wholesale
156,176133,2020-10-30 10:59:56,2020-10-30 11:14:35,2020-10-30 11:15:04,retail
156,176134,2020-10-30 11:01:37,2020-10-30 11:15:05,2020-10-30 11:16:30,retail
128,176137,2020-10-30 11:11:48,2020-10-30 12:05:28,2020-10-30 12:09:35,wholesale
181,176138,2020-10-30 11:13:39,2020-11-08 7:38:01,2020-11-08 7:43:09,wholesale
156,176139,2020-10-30 11:14:35,2020-10-30 11:16:32,2020-10-30 11:17:47,retail
156,176142,2020-10-30 11:19:31,2020-10-30 11:40:56,2020-10-30 11:41:59,retail
128,176143,2020-10-30 11:21:35,2020-10-30 12:09:36,2020-10-30 12:11:11,wholesale
156,176144,2020-10-30 11:24:05,2020-10-30 11:42:00,2020-10-30 11:43:13,retail
156,176147,2020-10-30 11:29:49,2020-10-30 12:14:16,2020-10-30 12:14:54,retail
156,176150,2020-10-30 11:33:32,2020-10-30 11:43:28,2020-10-30 11:44:04,retail
156,176151,2020-10-30 11:33:55,2020-10-30 11:44:06,2020-10-30 11:44:28,retail
156,176155,2020-10-30 11:36:51,2020-10-30 12:14:55,2020-10-30 12:17:06,retail
156,176156,2020-10-30 11:38:08,2020-10-30 11:45:59,2020-10-30 11:46:12,retail
128,176158,2020-10-30 11:42:31,2020-10-30 12:11:12,2020-10-30 12:13:49,wholesale
128,176159,2020-10-30 11:48:51,2020-10-30 12:13:50,2020-10-30 12:15:43,wholesale
141,176161,2020-10-30 11:52:20,2020-10-30 12:40:11,2020-10-30 12:40:41,retail
141,176162,2020-10-30 11:52:37,2020-10-30 12:40:42,2020-10-30 12:41:25,retail
141,176163,2020-10-30 11:52:54,2020-10-30 12:41:26,2020-10-30 12:43:56,retail
141,176164,2020-10-30 11:53:11,2020-10-30 12:43:56,2020-10-30 12:43:57,retail
141,176165,2020-10-30 11:53:20,2020-10-30 12:43:59,2020-10-30 12:44:09,retail
141,176166,2020-10-30 11:53:29,2020-10-30 12:44:10,2020-10-30 12:46:00,retail
141,176167,2020-10-30 11:53:50,2020-10-30 12:46:02,2020-10-30 12:47:12,retail
141,176168,2020-10-30 11:54:10,2020-10-30 12:47:22,2020-10-30 12:48:28,retail
141,176169,2020-10-30 11:54:20,2020-10-30 12:48:29,2020-10-30 12:48:57,retail
141,176171,2020-10-30 11:54:42,2020-10-30 12:48:58,2020-10-30 12:49:43,retail
141,176172,2020-10-30 11:54:51,2020-10-30 12:49:44,2020-10-30 12:50:17,retail
141,176173,2020-10-30 11:55:04,2020-10-30 12:50:19,2020-10-30 12:51:12,retail
141,176174,2020-10-30 11:55:58,2020-10-30 12:51:13,2020-10-30 12:51:25,retail
141,176175,2020-10-30 11:56:59,2020-10-30 12:51:28,2020-10-30 12:52:38,retail
141,176176,2020-10-30 11:57:10,2020-10-30 12:52:39,2020-10-30 12:54:28,retail
141,176177,2020-10-30 11:57:30,2020-10-30 12:54:29,2020-10-30 12:55:12,retail
141,176179,2020-10-30 12:00:10,2020-10-30 12:55:13,2020-10-30 12:57:13,retail
156,176180,2020-10-30 12:00:14,2020-10-30 12:17:42,2020-10-30 12:20:24,retail
141,176182,2020-10-30 12:06:35,2020-10-30 12:57:15,2020-10-30 12:58:32,retail
128,176183,2020-10-30 12:10:23,2020-10-30 12:15:44,2020-10-30 12:17:14,wholesale
156,176185,2020-10-30 12:15:23,2020-10-30 12:20:25,2020-10-30 12:25:01,retail
156,176186,2020-10-30 12:15:39,2020-10-30 12:25:02,2020-10-30 12:29:07,retail
141,176187,2020-10-30 12:18:28,2020-10-30 12:58:33,2020-10-30 12:58:58,retail
141,176188,2020-10-30 12:18:40,2020-10-30 12:58:59,2020-10-30 12:59:37,retail
116,176189,2020-10-30 12:18:46,2020-10-30 12:49:05,2020-10-30 12:53:30,wholesale
141,176190,2020-10-30 12:19:06,2020-10-30 12:59:39,2020-10-30 13:00:22,retail
128,176196,2020-10-30 12:27:31,2020-10-30 12:54:11,2020-10-30 12:57:05,wholesale
128,176198,2020-10-30 12:28:56,2020-10-30 12:57:06,2020-10-30 13:01:34,wholesale
141,176200,2020-10-30 12:29:46,2020-10-30 13:01:33,2020-10-30 13:01:34,retail
141,176201,2020-10-30 12:29:59,2020-10-30 13:01:34,2020-10-30 13:04:31,retail
141,176203,2020-10-30 12:30:16,2020-10-30 13:04:32,2020-10-30 13:05:18,retail
109,176204,2020-10-30 12:30:19,2020-10-30 13:34:27,2020-10-30 13:34:52,retail
141,176205,2020-10-30 12:30:32,2020-10-30 13:05:20,2020-10-30 13:06:22,retail
141,176206,2020-10-30 12:30:45,2020-10-30 13:06:24,2020-10-30 13:07:07,retail
141,176208,2020-10-30 12:30:59,2020-10-30 13:07:08,2020-10-30 13:07:31,retail
153,176209,2020-10-30 12:31:19,2020-10-30 13:04:22,2020-10-30 13:11:22,wholesale
116,176210,2020-10-30 12:31:52,2020-10-30 13:06:04,2020-10-30 13:07:42,wholesale
153,176214,2020-10-30 12:34:18,2020-10-30 13:33:01,2020-10-30 13:41:58,wholesale
109,176219,2020-10-30 12:35:41,2020-10-30 13:34:53,2020-10-30 13:38:41,retail
116,176223,2020-10-30 12:37:28,2020-10-30 13:52:09,2020-10-30 13:54:04,wholesale
116,176225,2020-10-30 12:38:53,2020-10-30 13:56:33,2020-10-30 13:58:08,wholesale
141,176226,2020-10-30 12:44:18,2020-10-30 13:11:40,2020-10-30 13:16:28,retail
109,176227,2020-10-30 12:47:00,2020-10-30 13:44:56,2020-10-30 13:45:24,retail
109,176228,2020-10-30 12:47:31,2020-10-30 13:45:25,2020-10-30 13:46:10,retail
116,176229,2020-10-30 12:52:40,2020-10-30 13:58:09,2020-10-30 14:01:37,wholesale
109,176231,2020-10-30 12:57:24,2020-10-30 13:38:42,2020-10-30 13:44:25,retail
109,176232,2020-10-30 12:59:03,2020-10-30 13:46:49,2020-10-30 13:46:56,retail
123,176234,2020-10-30 13:06:24,2020-10-31 7:39:42,2020-10-31 7:43:18,wholesale
116,176237,2020-10-30 13:08:52,2020-10-30 14:02:03,2020-10-30 14:03:31,wholesale
116,176241,2020-10-30 13:11:50,2020-10-30 14:03:31,2020-10-30 14:05:36,wholesale
109,176242,2020-10-30 13:12:20,2020-10-30 13:51:33,2020-10-30 13:53:00,retail
116,176246,2020-10-30 13:14:15,2020-10-30 14:07:04,2020-10-30 14:08:44,wholesale
116,176247,2020-10-30 13:15:01,2020-10-30 14:08:45,2020-10-30 14:11:47,wholesale
116,176248,2020-10-30 13:16:24,2020-10-30 14:11:48,2020-10-30 14:13:37,wholesale
109,176250,2020-10-30 13:17:11,2020-10-30 13:53:25,2020-10-30 13:55:05,retail
116,176252,2020-10-30 13:17:30,2020-10-30 14:13:38,2020-10-30 14:16:39,wholesale
109,176253,2020-10-30 13:28:00,2020-10-30 13:55:06,2020-10-30 13:55:20,retail
109,176255,2020-10-30 13:32:40,2020-10-30 13:55:21,2020-10-30 13:55:31,retail
109,176256,2020-10-30 13:33:04,2020-10-30 13:44:26,2020-10-30 13:44:52,retail
109,176257,2020-10-30 13:33:07,2020-10-30 13:55:32,2020-10-30 13:55:42,retail
109,176259,2020-10-30 13:40:35,2020-10-30 13:55:43,2020-10-30 13:55:52,retail
109,176260,2020-10-30 13:40:39,2020-10-30 13:55:54,2020-10-30 13:56:05,retail
109,176263,2020-10-30 13:42:54,2020-10-30 13:56:06,2020-10-30 13:56:44,retail
109,176264,2020-10-30 13:50:06,2020-10-30 13:56:45,2020-10-30 13:57:16,retail
116,176270,2020-10-30 13:55:38,2020-10-30 14:16:40,2020-10-30 14:18:53,wholesale
148,176273,2020-10-30 14:04:35,2020-10-30 15:04:32,2020-10-30 15:09:49,retail
148,176276,2020-10-30 14:18:05,2020-10-30 15:09:53,2020-10-30 15:12:54,retail
148,176277,2020-10-30 14:19:36,2020-10-30 15:25:27,2020-10-30 15:30:17,retail
153,176278,2020-10-30 14:23:03,2020-10-30 14:26:43,2020-10-30 14:27:02,wholesale
165,176279,2020-10-30 14:24:51,2020-10-30 16:46:17,2020-10-30 16:46:38,retail
103,176282,2020-10-30 14:33:27,2020-10-30 15:35:49,2020-10-30 15:37:10,wholesale
103,176301,2020-10-30 15:21:30,2020-10-30 15:34:08,2020-10-30 15:35:42,wholesale
165,176307,2020-10-30 15:37:38,2020-10-30 16:48:51,2020-10-30 16:49:41,retail
165,176312,2020-10-30 15:46:37,2020-10-30 16:49:42,2020-10-30 16:52:13,retail
165,176314,2020-10-30 15:46:50,2020-10-30 16:52:14,2020-10-30 16:57:34,retail
165,176315,2020-10-30 15:55:46,2020-10-30 16:57:35,2020-10-30 16:58:30,retail
165,176322,2020-10-30 16:32:29,2020-10-30 16:46:38,2020-10-30 16:46:48,retail
103,176323,2020-10-30 16:32:29,2020-10-30 16:48:46,2020-10-30 16:50:07,wholesale
165,176324,2020-10-30 16:34:04,2020-10-30 16:46:50,2020-10-30 16:46:58,retail
165,176325,2020-10-30 16:40:37,2020-10-30 16:46:59,2020-10-30 16:47:58,retail
165,176326,2020-10-30 16:46:48,2020-10-30 16:58:33,2020-10-30 17:00:29,retail
165,176327,2020-10-30 16:48:11,2020-10-30 17:00:31,2020-10-30 17:00:56,retail
165,176328,2020-10-30 16:50:17,2020-10-30 17:00:57,2020-10-30 17:02:02,retail
165,176330,2020-10-30 16:59:23,2020-10-30 17:02:22,2020-10-30 17:03:22,retail
165,176332,2020-10-30 17:00:30,2020-10-30 19:44:39,2020-10-30 19:51:12,retail
165,176333,2020-10-30 17:01:00,2020-10-30 18:10:08,2020-10-30 18:11:36,retail
165,176334,2020-10-30 17:03:07,2020-10-30 18:11:36,2020-10-30 18:11:37,retail
165,176337,2020-10-30 17:06:30,2020-10-30 18:11:39,2020-10-30 18:11:40,retail
165,176339,2020-10-30 17:11:26,2020-10-30 19:51:12,2020-10-30 19:56:35,retail
148,176340,2020-10-30 17:12:05,2020-10-30 19:08:09,2020-10-30 19:09:57,retail
148,176341,2020-10-30 17:12:37,2020-10-30 19:09:58,2020-10-30 19:10:17,retail
148,176342,2020-10-30 17:25:51,2020-10-30 19:10:19,2020-10-30 19:12:23,retail
148,176344,2020-10-30 17:27:36,2020-10-30 19:12:37,2020-10-30 19:13:11,retail
148,176345,2020-10-30 17:31:06,2020-10-30 19:13:12,2020-10-30 19:13:28,retail
148,176347,2020-10-30 17:37:32,2020-10-30 19:13:29,2020-10-30 19:13:40,retail
148,176349,2020-10-30 17:38:15,2020-10-30 19:13:41,2020-10-30 19:13:51,retail
148,176351,2020-10-30 17:41:26,2020-10-30 19:14:13,2020-10-30 19:14:23,retail
165,176352,2020-10-30 17:41:46,2020-10-30 19:56:36,2020-10-30 19:59:59,retail
148,176354,2020-10-30 17:41:53,2020-10-30 19:14:24,2020-10-30 19:15:11,retail
103,176355,2020-10-30 17:42:50,2020-10-30 17:51:05,2020-10-30 17:51:35,wholesale
103,176359,2020-10-30 17:45:09,2020-10-30 17:51:37,2020-10-30 17:53:26,wholesale
103,176360,2020-10-30 17:46:04,2020-10-30 17:53:32,2020-10-30 17:54:54,wholesale
103,176361,2020-10-30 17:46:42,2020-10-30 17:54:55,2020-10-30 17:56:28,wholesale
148,176363,2020-10-30 17:49:10,2020-10-30 19:15:11,2020-10-30 19:17:42,retail
165,176364,2020-10-30 17:51:12,2020-10-30 20:00:01,2020-10-30 20:03:31,retail
165,176368,2020-10-30 17:55:55,2020-10-30 20:03:32,2020-10-30 20:05:42,retail
148,176376,2020-10-30 18:07:07,2020-10-30 19:17:52,2020-10-30 19:18:25,retail
148,176388,2020-10-30 18:41:15,2020-10-30 19:18:33,2020-10-30 19:22:16,retail
148,176390,2020-10-30 18:43:06,2020-10-30 21:02:01,2020-10-30 21:03:18,retail
148,176393,2020-10-30 18:57:01,2020-10-30 19:29:28,2020-10-30 19:31:28,retail
180,176398,2020-10-30 19:19:40,2020-10-30 19:22:17,2020-10-30 19:23:06,wholesale
148,176401,2020-10-30 19:25:33,2020-10-30 19:31:31,2020-10-30 19:32:17,retail
148,176403,2020-10-30 19:28:12,2020-10-30 19:33:28,2020-10-30 19:34:13,retail
148,176404,2020-10-30 19:34:01,2020-10-30 19:41:45,2020-10-30 19:41:51,retail
148,176405,2020-10-30 19:34:52,2020-10-30 19:41:51,2020-10-30 19:42:47,retail
148,176406,2020-10-30 19:35:53,2020-10-30 19:42:48,2020-10-30 19:43:06,retail
